word1	word1-translated	word2	word2-translated	POS	SimLex999	conc(w1)	conc(w2)	concQ	Assoc(USF)	SimAssoc333	SD(SimLex)
cup	کپ	cone	شنک	N	3.17	5	4.86	4	0.14	0	1.13
horse	گھوڑے	ox	بیل	N	3.02	5	4.86	4	0.14	0	1.18
throat	حلق	nose	ناک	N	2.8	4.97	4.89	4	0.14	0	1.12
bone	ہڈی	teeth	دانت	N	4.17	4.9	4.96	4	0.14	0	1.92
bone	ہڈی	elbow	کہنی	N	3.78	4.9	5	4	0.14	0	1.58
bacon	بیکن	bean	بین	N	1.22	4.9	5	4	0.14	0	0.92
cup	کپ	jar	جار	N	5.13	5	5	4	0.14	0	1.17
proof	ثبوت	fact	حقیقت	N	7.3	2.67	2.72	2	0.13	0	1.7
appointment	تقرری	engagement	مصروفیت	N	6.75	3	2.75	2	0.13	0	1.59
birthday	سالگرہ	year	سال	N	1.67	3.2	3.25	2	0.13	0	1.69
word	لفظ	clue	اشارہ	N	2.53	3.56	2.93	2	0.13	0	1.65
author	مصنف	creator	خالق	N	8.02	4.26	3.07	2	0.13	0	1.5
atom	ایٹم	carbon	کاربن	N	3.1	3.34	4.22	3	0.13	0	0.93
archbishop	آرکائشی	bishop	بش	N	7.05	4.14	4.21	3	0.13	0	1.59
letter	خط	paragraph	پیراگراف	N	4	4.7	3.96	3	0.13	0	1.12
page	صفحہ	paragraph	پیراگراف	N	3.03	4.9	3.96	3	0.13	0	1.37
steeple	کھڑی	chapel	چیپل	N	7.08	4.74	4.6	3	0.13	0	1.03
muscle	پٹھوں	bone	ہڈی	N	3.65	4.5	4.9	3	0.13	0	1.68
muscle	پٹھوں	tongue	زبان	N	5	4.5	4.93	3	0.13	0	1.65
boy	لڑکا	soldier	فوجی	N	2.15	4.76	4.72	4	0.13	0	1.51
belly	پیٹ	abdomen	پیٹ	N	8.13	4.8	4.7	4	0.13	0	1.53
guy	لڑکے	girl	لڑکی	N	3.33	4.68	4.85	4	0.13	0	1.9
bed	بستر	chair	کرسی	N	3.5	5	4.58	4	0.13	0	1.26
clothes	کپڑے	jacket	جیکٹ	N	5.15	4.76	4.86	4	0.13	0	0.74
gun	بندوق	knife	چاقو	N	3.65	4.83	4.9	4	0.13	0	1.03
tin	ٹن	metal	دھاتی	N	5.63	4.87	4.87	4	0.13	0	1.15
bottle	بوتل	container	کنٹینر	N	7.93	4.91	4.85	4	0.13	0	1.38
hen	ین	turkey	ترکی	N	6.13	4.9	4.89	4	0.13	0	1.6
meat	گوشت	bread	روٹی	N	1.67	4.9	4.92	4	0.13	0	1.62
arm	بازو	bone	ہڈی	N	3.83	4.96	4.9	4	0.13	0	1.94
neck	گردن	spine	ریڑھائی	N	5.32	5	4.88	4	0.13	0	1.16
apple	سیب	lemon	لیموں	N	4.05	5	5	4	0.13	0	1.58
agony	پریشانی	grief	غم	N	7.63	2.38	2.7	1	0.12	0	1.94
assignment	تفویض	task	کام	N	8.7	3.86	2.84	2	0.12	0	1.37
night	رات	dawn	ڈان کی	N	2.95	4.52	4.46	3	0.12	0	1.53
dinner	رات کا کھانا	soup	سوپ	N	3.72	4.5	4.72	3	0.12	0	1.89
calf	بچہ	bull	بیل	N	4.93	4.48	4.85	3	0.12	0	1.67
snow	برف	storm	طوفان	N	4.8	4.85	4.7	4	0.12	0	0.88
nail	کیل	hand	ہاتھ	N	3.42	4.93	4.72	4	0.12	0	1.14
dog	کتا	horse	گھوڑے	N	2.38	4.85	5	4	0.12	0	1.39
arm	بازو	neck	گردن	N	1.58	4.96	5	4	0.12	0	0.72
ball	گیند	glove	دستانے	N	1.75	5	4.97	4	0.12	0	1.27
flu	فلو	fever	بخار	N	6.08	3.65	3.27	2	0.11	0	1.58
fee	فیس	salary	تنخواہ	N	3.72	3.89	3.69	3	0.11	0	1.26
nerve	اعصابی	brain	دماغ	N	3.88	3.89	4.69	3	0.11	0	1.74
beast	جانور	animal	جانور	N	7.83	4.63	4.61	3	0.11	0	1.64
dinner	رات کا کھانا	chicken	چکن	N	2.85	4.5	4.8	3	0.11	0	1.5
girl	لڑکی	maid	نوکرانی	N	2.93	4.85	4.64	4	0.11	0	0.9
child	بچہ	boy	لڑکا	N	5.75	4.78	4.76	4	0.11	0	1.82
alcohol	شراب	wine	شراب	N	7.42	4.76	4.79	4	0.11	0	1.53
nose	ناک	mouth	منہ	N	3.73	4.89	4.74	4	0.11	0	1.5
street	سڑک	car	کار	N	2.38	4.75	4.89	4	0.11	0	1.16
bell	گھنٹی	door	دروازہ	N	2.2	4.96	4.81	4	0.11	0	1.46
box	ڈبہ	hat	ٹوپی	N	1.3	4.9	4.88	4	0.11	0	1.15
belief	یقین	impression	تاثر	N	5.95	1.19	2.23	1	0.1	0	0.72
bias	تعصب	opinion	رائے	N	5.6	1.68	1.93	1	0.1	0	1.16
attention	توجہ	awareness	شعور	N	8.73	2.3	1.84	1	0.1	0	1.64
anger	غصہ	mood	موڈ	N	4.1	2.41	1.75	1	0.1	0	1.87
elegance	خوبصورتی	style	انداز	N	5.72	2.18	2.67	1	0.1	0	1.76
beauty	خوبصورتی	age	عمر	N	1.58	2.93	2.86	2	0.1	0	1.54
book	کتاب	theme	خیالیہ	N	2.58	4.9	2.72	3	0.1	0	0.81
friend	دوست	mother	ماں	N	2.53	3.07	4.6	3	0.1	0	1.54
vitamin	وٹامن	iron	لوہے	N	5.55	4.48	4.59	3	0.1	0	1.14
car	کار	factory	فیکٹری	N	2.75	4.89	4.76	4	0.1	0	1.43
pact	معاہدہ	condition	حالت	N	2.45	2.52	2.15	1	0	0	1.59
chapter	باب	choice	انتخاب	N	0.48	3.43	1.9	2	0	0	0.86
arithmetic	ریاضی	rhythm	تال	N	2.35	2.74	3.07	2	0	0	2.08
winner	فاتح	presence	موجودگی	N	1.08	3.21	2.72	2	0	0	1.12
belief	یقین	flower	پھول	N	0.4	1.19	5	2	0	0	1.19
winner	فاتح	goal	مقصد	N	3.23	3.21	3.06	2	0	0	1.67
trick	چال	size	سائز	N	0.48	3.36	3.13	2	0	0	0.59
choice	انتخاب	vein	رگ	N	0.98	1.9	4.63	2	0	0	1.11
hymn	حمد	conquest	فتح	N	0.68	4.04	2.54	2	0	0	0.88
endurance	برداشت	band	بینڈ	N	0.4	2	4.68	2	0	0	0.44
jail	جیل	choice	انتخاب	N	1.08	4.83	1.9	2	0	0	1.08
condition	حالت	boy	لڑکا	N	0.48	2.15	4.76	2	0	0	0.8
flower	پھول	endurance	برداشت	N	0.4	5	2	2	0	0	1.7
hole	سوراخ	agreement	معاہدہ	N	0.3	4.81	2.22	2	0	0	1.72
doctor	ڈاکٹر	temper	مزاج	N	0.48	4.69	2.56	2	0	0	1.44
fraternity	برادری	door	دروازہ	N	0.68	2.46	4.81	2	0	0	0.94
task	کام	woman	عورت	N	0.68	2.84	4.46	2	0	0	0.34
fraternity	برادری	baseball	بیس بال	N	0.88	2.46	4.86	2	0	0	0.98
cent	سینٹ	size	سائز	N	0.4	4.19	3.13	2	0	0	1.24
presence	موجودگی	door	دروازہ	N	0.48	2.72	4.81	3	0	0	0.83
mouse	ماؤس	management	انتظام	N	0.48	4.83	2.72	3	0	0	1.59
task	کام	highway	ہائی وے	N	0.48	2.84	4.72	3	0	0	1.34
liquor	شراب	century	صدی	N	0.4	4.73	2.83	3	0	0	1.31
task	کام	straw	اسٹرک	N	0.68	2.84	4.77	3	0	0	1.53
island	جزیرہ	task	کام	N	0.3	4.96	2.84	3	0	0	0.96
night	رات	chapter	باب	N	0.48	4.52	3.43	3	0	0	0.92
pollution	آلودگی	president	صدر	N	0.68	3.75	4.4	3	0	0	1.6
gun	بندوق	trick	چال	N	0.48	4.83	3.36	3	0	0	1.41
bath	غسل	trick	چال	N	0.58	4.85	3.36	3	0	0	1.28
diet	غذا	apple	سیب	N	1.18	3.21	5	3	0	0	1.56
cent	سینٹ	wife	بیوی	N	0.58	4.19	4.13	3	0	0	1.7
chapter	باب	tail	دم	N	0.3	3.43	4.96	3	0	0	1.57
course	کورس	stomach	پیٹ	N	0.58	3.82	4.89	3	0	0	0.87
hymn	حمد	straw	اسٹرک	N	0.4	4.04	4.77	3	0	0	1.64
dentist	دانتوں کا ڈاکٹر	colonel	کالونی	N	0.4	4.93	3.89	3	0	0	1.7
wife	بیوی	straw	اسٹرک	N	0.4	4.13	4.77	3	0	0	1.53
hole	سوراخ	wife	بیوی	N	0.68	4.81	4.13	3	0	0	1.18
pupil	طالب علم	president	صدر	N	0.78	4.55	4.4	3	0	0	1.28
bath	غسل	wife	بیوی	N	0.48	4.85	4.13	3	0	0	1.42
people	لوگ	cent	سینٹ	N	0.48	4.82	4.19	3	0	0	1.61
formula	فارمولہ	log	لاگ ان	N	1.77	4.11	4.96	3	0	0	1.51
woman	عورت	fur	فر	N	0.58	4.46	4.69	3	0	0	0.99
apple	سیب	sunshine	دھوپ	N	0.58	5	4.21	3	0	0	1.2
gun	بندوق	dawn	ڈان کی	N	1.18	4.83	4.46	3	0	0	1.57
meal	کھانا	waist	کمر	N	0.98	4.62	4.72	3	0	0	1.58
camera	کیمرے	president	صدر	N	0.48	5	4.4	3	0	0	1.56
liquor	شراب	band	بینڈ	N	0.68	4.73	4.68	3	0	0	0.91
stomach	پیٹ	vein	رگ	N	2.35	4.89	4.63	4	0	0	1.2
gun	بندوق	fur	فر	N	0.3	4.83	4.69	4	0	0	1.8
couch	سوفی	baseball	بیس بال	N	0.88	4.71	4.86	4	0	0	1.32
worker	کارکن	camera	کیمرے	N	0.68	4.59	5	4	0	0	1.21
deck	ڈیک	mouse	ماؤس	N	0.48	4.77	4.83	4	0	0	1.48
rice	چاول	boy	لڑکا	N	0.4	4.86	4.76	4	0	0	1.72
people	لوگ	gun	بندوق	N	0.68	4.82	4.83	4	0	0	1.47
cliff	کلف	tail	دم	N	0.3	4.71	4.96	4	0	0	1.57
ankle	ٹخن	window	ونڈو	N	0.3	4.81	4.86	4	0	0	1.8
princess	شہزادی	island	جزیرہ	N	0.3	4.72	4.96	4	0	0	1.36
container	کنٹینر	mouse	ماؤس	N	0.3	4.85	4.83	4	0	0	0.95
wagon	وگن	container	کنٹینر	N	2.65	4.89	4.85	4	0	0	0.85
people	لوگ	balloon	بیلون	N	0.48	4.82	4.92	4	0	0	1.96
dollar	ڈالر	people	لوگ	N	0.4	4.93	4.82	4	0	0	1.42
bath	غسل	balloon	بیلون	N	0.4	4.85	4.92	4	0	0	1.41
stomach	پیٹ	bedroom	بیڈروم	N	0.4	4.89	4.9	4	0	0	0.97
bicycle	سائیکل	bedroom	بیڈروم	N	0.4	4.89	4.9	4	0	0	1.47
log	لاگ ان	bath	غسل	N	0.4	4.96	4.85	4	0	0	1.63
bowl	کٹورا	tail	دم	N	0.48	4.87	4.96	4	0	0	1
go	جاؤ	come	آو	V	2.42	3.15	2.72	2	5.75	1	1.51
take	لے لو	steal	چوری	V	6.18	3.06	3.84	2	3.28	1	1.69
listen	سننا	hear	سننا	V	8.17	3.47	3.66	2	3.22	1	1.72
think	سوچنا	rationalize	منطقی	V	8.25	2.41	1.52	1	3.17	1	1.13
occur	واقع	happen	ہو	V	9.32	1.84	1.78	1	2.87	1	1.34
vanish	غائب	disappear	غائب ہو	V	9.8	2.77	2.86	2	2.76	1	0.46
multiply	ضرب	divide	تقسیم	V	1.75	2.79	2.86	2	2.53	1	1.32
plead	درخواست	beg	بھگوان	V	9.08	2.59	2.96	2	2.5	1	1.26
begin	شروع	originate	ابتداء	V	8.2	2.56	2.23	1	2.44	1	0.75
protect	حفاظت	defend	دفاع	V	9.13	2.86	2.31	1	2.28	1	1.29
kill	قتل کرو	destroy	تباہ	V	5.9	3.9	3.08	2	2	1	1.93
create	بنانا	make	بناؤ	V	8.72	2.62	2.67	2	1.72	1	1.14
accept	قبول	reject	رد	V	0.83	3.03	2.4	2	1.69	1	1.28
ignore	نظر انداز	avoid	پرہیز	V	6.87	2.22	2.41	1	1.56	1	1.22
carry	لے لو	bring	لانے	V	5.8	4.04	2.55	2	1.37	1	1.24
leave	چھوڑ	enter	درج	V	0.95	2.53	3.12	2	1.3	1	1.91
choose	منتخب	elect	چننا	V	7.62	2.62	2.41	1	1.28	1	1.14
lose	کھو	fail	ناکام	V	7.33	2.25	3	2	1.28	1	1.79
encourage	حوصلہ افزائی	discourage	دل شکستہ	V	1.58	2.61	1.9	1	1.23	1	1.55
achieve	حاصل	accomplish	پورا	V	8.57	2.29	2.33	1	1.22	1	0.94
make	بناؤ	construct	تعمیر	V	8.33	2.67	2.6	2	1.2	1	0.85
listen	سننا	obey	اطاعت	V	4.93	3.47	2.67	2	1.19	1	1.33
inform	مطلع	notify	مطلع	V	9.25	2.25	3.04	2	1.15	1	0.44
receive	وصول	give	دے	V	1.47	2.69	2.83	2	1.11	1	1.19
borrow	قرض	beg	مانگنا	V	2.62	3.1	2.96	2	1	1	1.89
take	لے لو	obtain	حاصل	V	7.1	3.06	3	2	0.9	1	1.01
advise	مشورہ	recommend	تجویز	V	8.1	2.03	1.74	1	0.89	1	1.6
imitate	نقل	portray	بیان	V	6.75	2.66	2.18	1	0.89	1	1.13
win	جیت	succeed	کامیاب	V	7.9	2.67	2.33	1	0.89	1	1.83
think	سوچنا	decide	فیصلہ	V	5.13	2.41	1.92	1	0.88	1	1.4
greet	سلام	meet	ملیں	V	6.17	2.96	3	2	0.83	1	1.73
agree	متفق	argue	بحث	V	0.77	2.31	2.75	1	0.81	1	1.68
enjoy	لطف اندوز	entertain	تفریح	V	5.92	2.29	2.55	1	0.79	1	1.27
destroy	تباہ	make	بناؤ	V	1.6	3.08	2.67	2	0.78	1	1.72
save	بچاؤ	protect	حفاظت	V	6.58	2.42	2.86	2	0.74	1	0.44
give	دے دو	lend	قرض دو	V	7.22	2.83	3.07	2	0.72	1	0.93
understand	سمجھو	know	پتہ	V	7.47	2.28	1.68	1	0.71	1	1.26
take	لے لو	receive	وصول کریں	V	5.08	3.06	2.69	2	0.7	1	0.48
accept	قبول کرو	acknowledge	تسلیم کرتے ہیں	V	6.88	3.03	2.03	1	0.69	1	1.63
decide	فیصلہ کرنا	choose	منتخب کریں	V	8.87	1.92	2.62	1	0.67	1	1.26
accept	قبول کرو	believe	یقین	V	6.75	3.03	1.55	1	0.67	1	1.61
keep	رکھو	possess	مالک	V	8.27	2.37	2.6	1	0.62	1	0.8
roam	روام	wander	گھومنا	V	8.83	2.85	2.28	1	0.61	1	0.89
succeed	کامیاب	fail	ناکام	V	0.83	2.33	3	2	0.61	1	1.44
spend	خرچ کرو	save	بچاؤ	V	0.55	2.93	2.42	2	0.61	1	1.06
leave	چھوڑ دو	go	جاؤ	V	7.63	2.53	3.15	2	0.61	1	1.49
come	آو	attend	حاضری	V	8.1	2.72	3.17	2	0.61	1	1.6
know	پتہ	believe	یقین	V	5.5	1.68	1.55	1	0.6	1	1.18
gather	جمع	meet	ملیں	V	7.3	2.75	3	2	0.55	1	0.59
make	بناؤ	earn	کماتے	V	7.62	2.67	2.39	1	0.54	1	1.92
forget	بھول جاؤ	ignore	نظر انداز	V	3.07	2.04	2.22	1	0.5	1	1.25
multiply	ضرب	add	شامل	V	2.7	2.79	3	2	0.5	1	1.8
shrink	سکڑیں	grow	بڑھو	V	0.23	3.55	3.03	2	0.5	1	1.2
arrive	آو	leave	چھوڑ دو	V	1.33	3.22	2.53	2	0.49	1	1.48
succeed	کامیاب	try	کوشش	V	3.98	2.33	2.22	1	0.48	1	1.35
accept	قبول کرو	deny	انکار	V	1.75	3.03	2.2	2	0.48	1	1.41
arrive	آو	come	آو	V	7.05	3.22	2.72	2	0.48	1	1.56
agree	متفق ہوں	differ	مختلف	V	1.05	2.31	1.59	1	0.42	0	1.53
send	بھیجیں	receive	وصول	V	1.08	2.7	2.69	2	0.42	0	1.53
win	جیت	dominate	غلبہ	V	5.68	2.67	2.12	1	0.41	0	1.74
add	شامل	divide	تقسیم	V	2.3	3	2.86	2	0.41	0	1.25
kill	قتل	choke	گلا گھونٹنا	V	4.92	3.9	3.97	3	0.41	0	1.48
acquire	حاصل	get	حاصل	V	8.82	2.93	2.38	2	0.39	0	0.94
participate	حصہ لیں	join	شامل	V	7.7	2.59	2.86	2	0.39	0	1.69
leave	چھوڑ دو	remain	رہیں	V	2.53	2.53	1.96	1	0.34	0	1.36
go	جاؤ	enter	درج	V	4	3.15	3.12	2	0.34	0	1.43
take	لے لو	carry	لے لو	V	5.23	3.06	4.04	2	0.34	0	0.44
forget	بھول جاؤ	learn	سیکھنا	V	1.18	2.04	2.2	1	0.33	0	1.65
appoint	مقرر کریں	elect	چننا	V	8.17	2.24	2.41	1	0.33	0	1.51
engage	مشغول	marry	شادی کرو	V	5.43	2.07	3.03	1	0.33	0	1.12
ask	پوچھو	pray	دعا کرو	V	3.72	2.52	3.21	2	0.33	0	1.63
go	جاؤ	send	بھیجیں	V	3.75	3.15	2.7	2	0.33	0	0.77
take	لے لو	deliver	فراہم کرو	V	4.37	3.06	3.12	2	0.33	0	1.16
speak	بات کرو	hear	سننا	V	3.02	3.7	3.66	2	0.33	0	0.76
analyze	تجزیہ کریں	evaluate	اندازہ	V	8.03	2.3	1.85	1	0.28	0	0.49
argue	بحث کریں	rationalize	منطقی	V	4.2	2.75	1.52	1	0.28	0	1.21
lose	کھو	keep	رکھو	V	1.05	2.25	2.37	1	0.28	0	1.57
compare	موازنہ کریں	analyze	تجزیہ کریں	V	8.1	2.52	2.3	1	0.28	0	0.84
disorganize	غیر منظم	organize	منظم	V	1.45	2.44	2.72	1	0.28	0	1.3
go	جاؤ	allow	اجازت دیں	V	3.62	3.15	2.41	2	0.28	0	1.53
take	لے لو	possess	مالک	V	7.2	3.06	2.6	2	0.28	0	1.14
learn	سیکھنا	listen	سننا	V	3.88	2.2	3.47	2	0.28	0	1.65
destroy	تباہ	construct	تعمیر	V	0.92	3.08	2.6	2	0.28	0	1.78
create	بنانا	build	تعمیر کرو	V	8.48	2.62	3.71	2	0.28	0	1.14
steal	چوری	buy	خریدنے	V	1.13	3.84	3.35	2	0.28	0	0.95
kill	قتل کرو	hang	پھانسی	V	4.45	3.9	3.7	3	0.28	0	1.43
forget	بھول جاؤ	know	پتہ	V	0.92	2.04	1.68	1	0.27	0	1.6
create	بنانا	imagine	تصور	V	5.13	2.62	1.53	1	0.27	0	1.7
do	کیا	happen	ہو	V	4.23	2.46	1.78	1	0.27	0	1.02
win	جیت	accomplish	پورا	V	7.85	2.67	2.33	1	0.27	0	0.8
give	دے دو	deny	انکار	V	1.43	2.83	2.2	1	0.27	0	1.36
deserve	مستحق	earn	کماتے ہیں	V	5.8	1.69	2.39	1	0.23	0	0.62
get	حاصل کرو	put	ڈالیں	V	1.98	2.38	2.5	1	0.22	0	1.33
locate	تلاش کریں	find	مل	V	8.73	2.97	2.63	2	0.22	0	1.54
appear	ظاہر	attend	حاضری	V	6.28	3.13	3.17	2	0.22	0	1.47
know	پتہ	comprehend	سمجھو	V	7.63	1.68	1.86	1	0.21	0	1.39
pretend	دکھاؤ	imagine	تصور	V	8.47	2.11	1.53	1	0.21	0	1.63
satisfy	مطمئن	please	براہ کرم	V	7.67	2.04	1.64	1	0.21	0	1.74
cherish	چیری	keep	رکھو	V	4.85	1.73	2.37	1	0.21	0	1.78
argue	بحث کریں	differ	مختلف	V	5.15	2.75	1.59	1	0.21	0	1.22
overcome	پر قابو پانے	dominate	غلبہ	V	6.25	2.28	2.12	1	0.21	0	1.58
behave	سلوک کرنا	obey	اطاعت کرو	V	7.3	1.78	2.67	1	0.21	0	1.24
cooperate	تعاون کریں	participate	حصہ لیں	V	6.43	1.87	2.59	1	0.21	0	1.5
achieve	حاصل کریں	try	کوشش کریں	V	4.42	2.29	2.22	1	0.21	0	1.14
fail	ناکام	discourage	ہراساں کرنا	V	3.33	3	1.9	1	0.21	0	1.2
begin	شروع کرو	quit	چھوڑ دو	V	1.28	2.56	2.56	1	0.21	0	1.53
say	کہہ دو	participate	حصہ لیں	V	3.82	2.58	2.59	1	0.21	0	1.3
come	آو	bring	لانے	V	2.42	2.72	2.55	2	0.21	0	1.03
declare	اعلان کریں	announce	اعلان کریں	V	9.08	2	3.31	2	0.21	0	1.56
read	پڑھو	comprehend	سمجھو	V	4.7	3.56	1.86	2	0.21	0	1.75
take	لے لو	leave	چھوڑ دو	V	2.47	3.06	2.53	2	0.21	0	0.8
proclaim	اعلان کرو	announce	اعلان کریں	V	8.18	2.36	3.31	2	0.21	0	1.58
acquire	حاصل	obtain	حاصل کریں	V	8.57	2.93	3	2	0.21	0	1.96
conclude	اختتام کریں	decide	فیصلہ کرنا	V	7.75	1.78	1.92	1	0.2	0	1.17
please	براہ کرم	plead	درخواست	V	2.98	1.64	2.59	1	0.2	0	1.18
argue	بحث کریں	prove	ثابت کرو	V	4.83	2.75	1.83	1	0.2	0	0.62
ask	پوچھو	plead	درخواست	V	6.47	2.52	2.59	1	0.2	0	1.62
find	مل	disappear	غائب ہو	V	0.77	2.63	2.86	2	0.2	0	1.04
inspect	معائنہ	examine	جانچ پڑتال کریں	V	8.75	3.31	2.86	2	0.2	0	1.39
verify	تصدیق کریں	justify	مستحق	V	4.08	2.1	1.45	1	0.17	0	1.11
assume	فرض کرو	predict	پیش گوئی	V	4.85	1.75	2	1	0.17	0	1.02
learn	سیکھنا	evaluate	اندازہ	V	4.17	2.2	1.85	1	0.17	0	0.88
argue	بحث کریں	justify	مستحق	V	5	2.75	1.45	1	0.17	0	1.13
make	بناؤ	become	بن	V	4.77	2.67	1.54	1	0.17	0	0.82
discover	دریافت	originate	ابتداء	V	4.83	2.37	2.23	1	0.17	0	1.33
achieve	حاصل کریں	succeed	کامیاب	V	7.5	2.29	2.33	1	0.17	0	1.29
give	دے دو	put	ڈالیں	V	3.65	2.83	2.5	2	0.17	0	1.47
understand	سمجھو	listen	سننا	V	4.68	2.28	3.47	2	0.17	0	1.66
expand	توسیع	grow	بڑھو	V	8.27	3.36	3.03	2	0.17	0	1.28
borrow	قرض لے	sell	فروخت	V	1.73	3.1	3.35	2	0.17	0	1.21
keep	رکھو	protect	حفاظت کرو	V	5.4	2.37	2.86	2	0.15	0	1.26
explain	وضاحت کریں	prove	ثابت کرو	V	4.1	1.97	1.83	1	0.14	0	1.29
assume	فرض کرو	pretend	دکھاؤ	V	3.72	1.75	2.11	1	0.14	0	1.15
agree	متفق ہوں	please	براہ کرم	V	4.13	2.31	1.64	1	0.14	0	1.7
forgive	معاف کر دو	forget	بھول جاؤ	V	3.92	1.92	2.04	1	0.14	0	1.5
clarify	واضح	explain	وضاحت کریں	V	8.33	2.07	1.97	1	0.14	0	1.74
understand	سمجھو	forgive	معاف کر دو	V	4.87	2.28	1.92	1	0.14	0	1.32
remind	یاد رکھیں	forget	بھول جاؤ	V	0.87	2.19	2.04	1	0.14	0	1.56
get	حاصل کرو	remain	رہیں	V	1.6	2.38	1.96	1	0.14	0	1.68
realize	احساس	discover	دریافت	V	7.47	2.03	2.37	1	0.14	0	0.59
require	ضرورت ہے	inquire	پوچھ گچھ	V	1.82	2.07	2.38	1	0.14	0	1.06
ignore	نظر انداز	ask	پوچھو	V	1.07	2.22	2.52	1	0.14	0	1.27
think	سوچنا	inquire	پوچھ گچھ	V	4.77	2.41	2.38	1	0.14	0	1.23
reject	رد کرنا	avoid	سے بچیں	V	4.78	2.4	2.41	1	0.14	0	1.36
argue	بحث کریں	persuade	رضاکارانہ	V	6.23	2.75	2.07	1	0.14	0	1.7
pursue	پیچھا کرنا	persuade	رضاکارانہ	V	3.17	2.83	2.07	1	0.14	0	1.39
accept	قبول کرو	forgive	معاف کر دو	V	3.73	3.03	1.92	1	0.14	0	1.75
do	کیا	quit	چھوڑ دو	V	1.17	2.46	2.56	1	0.14	0	1.81
investigate	تحقیقات	examine	جانچ پڑتال کریں	V	8.1	2.27	2.86	1	0.14	0	1.31
discuss	بحث کریں	explain	وضاحت کریں	V	6.67	3.17	1.97	1	0.14	0	1.53
owe	الوداع	lend	قرض دو	V	2.32	2.07	3.07	1	0.14	0	0.82
explore	تلاش کریں	discover	دریافت	V	8.48	2.9	2.37	2	0.14	0	1.33
complain	شکایت	argue	بحث کریں	V	4.8	2.6	2.75	2	0.14	0	0.9
withdraw	واپس لے لو	reject	رد کرنا	V	6.38	3.04	2.4	2	0.14	0	1.97
keep	رکھو	borrow	قرض لے	V	2.25	2.37	3.1	2	0.14	0	1.29
beg	بھگوان	ask	پوچھو	V	6	2.96	2.52	2	0.14	0	1.58
arrange	بندوبست کریں	organize	منظم	V	8.27	2.79	2.72	2	0.14	0	1.1
reduce	کم	shrink	سکڑیں	V	8.02	2	3.55	2	0.14	0	1.82
speak	بات کرو	acknowledge	تسلیم کرتے ہیں	V	4.67	3.7	2.03	2	0.14	0	1.47
give	دے دو	borrow	قرض لے	V	2.22	2.83	3.1	2	0.14	0	1.63
kill	قتل کرو	defend	دفاع کرو	V	2.63	3.9	2.31	2	0.14	0	0.85
disappear	غائب ہو	shrink	سکڑیں	V	5.8	2.86	3.55	2	0.14	0	1
deliver	فراہم کرو	carry	لے لو	V	3.88	3.12	4.04	2	0.14	0	1.44
breathe	سانس لینے	choke	گلا گھونٹنا	V	1.37	4.07	3.97	3	0.14	0	2.02
acknowledge	تسلیم کرتے ہیں	notify	مطلع	V	5.3	2.03	3.04	1	0.13	0	0.62
become	بن	seem	لگتا ہے	V	2.63	1.54	1.75	1	0.11	0	1.79
pretend	دکھاؤ	seem	لگتا ہے	V	4.68	2.11	1.75	1	0.11	0	1.63
accomplish	پورا	become	بن	V	4	2.33	1.54	1	0.11	0	0.85
contemplate	خیال رکھنا	think	سوچنا	V	8.82	1.71	2.41	1	0.11	0	1.59
determine	تعین کریں	predict	پیش گوئی	V	5.8	2.13	2	1	0.11	0	1.37
please	براہ کرم	entertain	تفریح	V	5	1.64	2.55	1	0.11	0	0.71
remain	رہیں	retain	برقرار رکھو	V	5.75	1.96	2.32	1	0.11	0	1.12
pretend	دکھاؤ	portray	بیان کیا	V	7.03	2.11	2.18	1	0.11	0	1.64
forget	بھول جاؤ	retain	برقرار رکھو	V	0.63	2.04	2.32	1	0.11	0	1.68
want	چاہتے ہیں	choose	منتخب کریں	V	4.78	1.93	2.62	1	0.11	0	1.56
lose	کھو	get	حاصل کرو	V	0.77	2.25	2.38	1	0.11	0	1.33
try	کوشش کریں	think	سوچنا	V	2.62	2.22	2.41	1	0.11	0	1.45
become	بن	appear	ظاہر	V	4.77	1.54	3.13	1	0.11	0	1.51
leave	چھوڑ دو	ignore	نظر انداز	V	4.42	2.53	2.22	1	0.11	0	1.33
accept	قبول کرو	recommend	تجویز کرو	V	2.75	3.03	1.74	1	0.11	0	1.01
leave	چھوڑ دو	wander	گھومنا	V	3.57	2.53	2.28	1	0.11	0	1.33
keep	رکھو	give	دے دو	V	1.05	2.37	2.83	2	0.11	0	1.03
give	دے دو	allow	اجازت دیں	V	5.15	2.83	2.41	2	0.11	0	1.32
bring	لانے	send	بھیجیں	V	2.97	2.55	2.7	2	0.11	0	0.88
absorb	جذب	learn	سیکھنا	V	5.48	3.11	2.2	2	0.11	0	1.16
acquire	حاصل	find	مل	V	6.38	2.93	2.63	2	0.11	0	1.74
leave	چھوڑ دو	appear	ظاہر	V	0.97	2.53	3.13	2	0.11	0	1.45
create	بنانا	destroy	تباہ	V	0.63	2.62	3.08	2	0.11	0	1.1
begin	شروع کرو	go	جاؤ	V	7.42	2.56	3.15	2	0.11	0	1.24
get	حاصل کرو	buy	خریدنے	V	5.08	2.38	3.35	2	0.11	0	1.02
collect	جمع	save	بچاؤ	V	6.67	3.34	2.42	2	0.11	0	0.44
replace	تبدیل کریں	restore	بحال کریں	V	5.73	3	2.79	2	0.11	0	1.08
